ExperimentName,Subject,Gender,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,List1,List1.Cycle,List1.Sample,Procedure[Block],Running[Block],Trial,Condition,ConResp[Trial],PracStim,PracStim.Cycle,PracStim.Sample,Procedure[Trial],RespK.ACC[Trial],RespK.CRESP[Trial],RespK.DurationError[Trial],RespK.OnsetDelay[Trial],RespK.OnsetTime[Trial],RespK.RESP[Trial],RespK.RT[Trial],RespK.RTTime[Trial],Running[Trial],Scenario[Trial],SoundFile[Trial],Speaker[Trial],SpeakerBlocks,SpeakerBlocks.Cycle,SpeakerBlocks.Sample,SpeakerNum,SubTrial,ConResp[SubTrial],F0Level,F0LevelNum,Procedure[SubTrial],RespK.ACC[SubTrial],RespK.CRESP[SubTrial],RespK.DurationError[SubTrial],RespK.OnsetDelay[SubTrial],RespK.OnsetTime[SubTrial],RespK.RESP[SubTrial],RespK.RT[SubTrial],RespK.RTTime[SubTrial],Running[SubTrial],Scenario[SubTrial],SoundFile[SubTrial],Speaker[SubTrial],SpeakerGender,StimList,StimList.Cycle,StimList.Sample,StimNum
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,6,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,4,1,6,4,40,8,MidLo,2,TrialProc,0,8,-999999,12,1187961,2,559,1188520,StimList,5,08Perc_LoF0_4_5_con.wav,4,F,20,6,240,20
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,1,8,Lo,1,TrialProc,0,8,-999999,21,1193350,2,786,1194136,StimList,7,16Perc_LoF0_2_7_con.wav,2,F,30,7,241,30
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,2,8,MidLo,2,TrialProc,1,8,-999999,25,1197604,8,771,1198375,StimList,1,08Perc_LoF0_2_1_con.wav,2,F,17,7,242,17
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,3,8,Orig,3,TrialProc,0,8,-999999,19,1201758,2,545,1202303,StimList,7,2_7_con.wav,2,F,38,7,243,38
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,4,8,MidHi,4,TrialProc,0,8,-999999,20,1205628,2,275,1205903,StimList,10,08Perc_HiF0_2_10_con.wav,2,F,16,7,244,16
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,5,8,Hi,5,TrialProc,0,8,-999999,23,1209231,2,272,1209503,StimList,10,16Perc_HiF0_2_10_con.wav,2,F,8,7,245,8
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,6,8,Hi,5,TrialProc,1,8,-999999,22,1212651,8,692,1213343,StimList,9,16Perc_HiF0_2_9_con.wav,2,F,7,7,246,7
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,7,8,MidHi,4,TrialProc,1,8,-999999,16,1216405,8,786,1217191,StimList,2,08Perc_HiF0_2_2_con.wav,2,F,10,7,247,10
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,8,8,MidHi,4,TrialProc,1,8,-999999,26,1220325,8,1570,1221895,StimList,9,08Perc_HiF0_2_9_con.wav,2,F,15,7,248,15
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,9,8,MidLo,2,TrialProc,0,8,-999999,20,1224979,2,892,1225871,StimList,2,08Perc_LoF0_2_2_con.wav,2,F,18,7,249,18
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,10,8,Hi,5,TrialProc,0,8,-999999,25,1229634,2,805,1230439,StimList,5,16Perc_HiF0_2_5_con.wav,2,F,4,7,250,4
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,11,8,Lo,1,TrialProc,1,8,-999999,22,1233921,8,798,1234719,StimList,1,16Perc_LoF0_2_1_con.wav,2,F,25,7,251,25
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,12,8,Lo,1,TrialProc,1,8,-999999,20,1238458,8,629,1239087,StimList,5,16Perc_LoF0_2_5_con.wav,2,F,28,7,252,28
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,13,8,Orig,3,TrialProc,0,8,-999999,21,1242829,2,810,1243639,StimList,5,2_5_con.wav,2,F,36,7,253,36
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,14,8,Hi,5,TrialProc,1,8,-999999,25,1247283,8,388,1247671,StimList,6,16Perc_HiF0_2_6_con.wav,2,F,5,7,254,5
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,15,8,MidLo,2,TrialProc,1,8,-999999,22,1251320,8,2031,1253351,StimList,6,08Perc_LoF0_2_6_con.wav,2,F,21,7,255,21
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,16,8,MidHi,4,TrialProc,0,8,-999999,25,1257093,2,610,1257703,StimList,5,08Perc_HiF0_2_5_con.wav,2,F,12,7,256,12
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,17,8,MidLo,2,TrialProc,0,8,-999999,11,1261030,2,657,1261687,StimList,10,08Perc_LoF0_2_10_con.wav,2,F,24,7,257,24
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,18,8,Orig,3,TrialProc,1,8,-999999,11,1264750,8,641,1265391,StimList,2,2_2_con.wav,2,F,34,7,258,34
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,19,8,Hi,5,TrialProc,1,8,-999999,12,1268670,8,913,1269583,StimList,4,16Perc_HiF0_2_4_con.wav,2,F,3,7,259,3
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,20,8,Lo,1,TrialProc,1,8,-999999,23,1272891,8,508,1273399,StimList,4,16Perc_LoF0_2_4_con.wav,2,F,27,7,260,27
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,21,8,Lo,1,TrialProc,1,8,-999999,19,1276527,8,656,1277183,StimList,9,16Perc_LoF0_2_9_con.wav,2,F,31,7,261,31
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,22,8,Hi,5,TrialProc,1,8,-999999,19,1280247,8,1144,1281391,StimList,2,16Perc_HiF0_2_2_con.wav,2,F,2,7,262,2
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,23,8,MidLo,2,TrialProc,0,8,-999999,23,1284501,2,650,1285151,StimList,9,08Perc_LoF0_2_9_con.wav,2,F,23,7,263,23
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,24,8,Hi,5,TrialProc,1,8,-999999,24,1288472,8,1495,1289967,StimList,7,16Perc_HiF0_2_7_con.wav,2,F,6,7,264,6
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,25,8,MidHi,4,TrialProc,0,8,-999999,22,1293260,2,1107,1294367,StimList,4,08Perc_HiF0_2_4_con.wav,2,F,11,7,265,11
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,7,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,2,1,7,2,26,8,MidHi,4,TrialProc,0,8,-999999,16,1297714,2,1253,1298967,StimList,7,08Perc_HiF0_2_7_con.wav,2,F,14,7,266,14
